時間(秒),総合COP左右X(cm),総合COP前後Y(cm),左プレートCOP左右X(cm),左プレートCOP前後Y(cm),左荷重(kgf),右プレートCOP左右X(cm),右プレートCOP前後Y(cm),右荷重(kgf)
10.91,-2.202,-7.558,-20.334,-7.406,24.81,17.058,-7.72,23.356
10.92,-2.193,-7.556,-20.33,-7.402,24.79,17.058,-7.72,23.356
10.93,-2.192,-7.553,-20.336,-7.395,24.781,17.058,-7.72,23.356
10.94,-2.193,-7.56,-20.323,-7.409,24.8,17.058,-7.72,23.356
10.95,-2.193,-7.56,-20.323,-7.409,24.8,17.058,-7.72,23.356
10.96,-2.193,-7.56,-20.323,-7.409,24.8,17.058,-7.72,23.356
10.97,-2.193,-7.56,-20.323,-7.409,24.8,17.058,-7.72,23.356
10.98,-2.202,-7.558,-20.334,-7.406,24.81,17.058,-7.72,23.356
10.99,-2.211,-7.557,-20.345,-7.403,24.82,17.058,-7.72,23.356
11,-2.221,-7.555,-20.355,-7.4,24.829,17.058,-7.72,23.356
11.01,-2.221,-7.559,-20.349,-7.407,24.839,17.058,-7.72,23.356
11.02,-2.208,-7.544,-20.349,-7.407,24.839,17.06,-7.69,23.385
11.03,-2.22,-7.552,-20.349,-7.407,24.839,17.053,-7.707,23.365
11.04,-2.221,-7.555,-20.355,-7.4,24.829,17.058,-7.72,23.356
11.05,-2.221,-7.555,-20.355,-7.4,24.829,17.058,-7.72,23.356
11.06,-2.221,-7.555,-20.355,-7.4,24.829,17.058,-7.72,23.356
11.07,-2.221,-7.555,-20.355,-7.4,24.829,17.058,-7.72,23.356
11.08,-2.193,-7.56,-20.323,-7.409,24.8,17.058,-7.72,23.356
11.09,-2.193,-7.56,-20.323,-7.409,24.8,17.058,-7.72,23.356
11.1,-2.211,-7.557,-20.345,-7.403,24.82,17.058,-7.72,23.356
11.11,-2.221,-7.555,-20.355,-7.4,24.829,17.058,-7.72,23.356
11.12,-2.224,-7.575,-20.343,-7.414,24.849,17.069,-7.748,23.336
11.13,-2.226,-7.586,-20.336,-7.42,24.859,17.075,-7.762,23.326
11.14,-2.224,-7.589,-20.336,-7.42,24.859,17.069,-7.769,23.336
11.15,-2.222,-7.616,-20.336,-7.46,24.859,17.058,-7.783,23.356
11.16,-2.222,-7.627,-20.336,-7.479,24.859,17.058,-7.783,23.356
11.17,-2.222,-7.627,-20.336,-7.479,24.859,17.058,-7.783,23.356
11.18,-2.222,-7.627,-20.336,-7.479,24.859,17.058,-7.783,23.356
11.19,-2.243,-7.626,-20.336,-7.479,24.859,17.038,-7.782,23.326
11.2,-2.253,-7.628,-20.336,-7.479,24.859,17.026,-7.786,23.317
11.21,-2.251,-7.628,-20.343,-7.473,24.849,17.02,-7.793,23.326
11.22,-2.247,-7.653,-20.326,-7.482,24.849,17.037,-7.834,23.297
11.23,-2.246,-7.666,-20.338,-7.508,24.829,17.037,-7.834,23.297
11.24,-2.211,-7.678,-20.345,-7.521,24.82,17.058,-7.846,23.356
11.25,-2.202,-7.68,-20.334,-7.524,24.81,17.058,-7.846,23.356
11.26,-2.199,-7.69,-20.334,-7.524,24.81,17.042,-7.867,23.385
11.27,-2.208,-7.689,-20.345,-7.521,24.82,17.042,-7.867,23.385
11.28,-2.186,-7.702,-20.323,-7.527,24.8,17.026,-7.889,23.414
11.29,-2.183,-7.689,-20.323,-7.527,24.8,17.015,-7.861,23.434
11.3,-2.181,-7.672,-20.343,-7.506,24.771,17.01,-7.848,23.444
11.31,-2.151,-7.667,-20.343,-7.506,24.771,17.048,-7.838,23.473
11.32,-2.148,-7.668,-20.336,-7.493,24.781,17.037,-7.852,23.492
11.33,-2.147,-7.671,-20.336,-7.493,24.781,17.031,-7.859,23.502
11.34,-2.144,-7.681,-20.349,-7.499,24.761,17.021,-7.873,23.522
11.35,-2.117,-7.676,-20.33,-7.494,24.712,17.026,-7.866,23.512
11.36,-2.118,-7.672,-20.33,-7.494,24.712,17.031,-7.859,23.502
11.37,-2.107,-7.667,-20.339,-7.476,24.673,17.026,-7.866,23.512
11.38,-2.108,-7.663,-20.339,-7.476,24.673,17.031,-7.859,23.502
11.39,-2.113,-7.659,-20.317,-7.482,24.654,17.022,-7.844,23.453
11.4,-2.127,-7.68,-20.317,-7.482,24.654,17.026,-7.889,23.414
11.41,-2.131,-7.67,-20.317,-7.482,24.654,17.042,-7.867,23.385
11.42,-2.141,-7.671,-20.317,-7.482,24.654,17.029,-7.871,23.375
11.43,-2.161,-7.665,-20.339,-7.476,24.673,17.035,-7.863,23.365
11.44,-2.16,-7.676,-20.33,-7.494,24.712,17.042,-7.867,23.385
11.45,-2.161,-7.662,-20.33,-7.494,24.712,17.048,-7.839,23.375
11.46,-2.192,-7.644,-20.323,-7.468,24.8,17.053,-7.832,23.365
11.47,-2.199,-7.63,-20.334,-7.465,24.81,17.042,-7.805,23.385
11.48,-2.218,-7.637,-20.336,-7.479,24.859,17.042,-7.805,23.385
11.49,-2.245,-7.643,-20.355,-7.484,24.908,17.037,-7.812,23.395
11.5,-2.245,-7.646,-20.349,-7.491,24.917,17.037,-7.812,23.395
11.51,-2.246,-7.643,-20.349,-7.491,24.917,17.042,-7.805,23.385
11.52,-2.276,-7.648,-20.349,-7.491,24.917,17.004,-7.814,23.356
11.53,-2.283,-7.64,-20.349,-7.491,24.917,17.031,-7.799,23.307
11.54,-2.317,-7.64,-20.368,-7.471,24.888,17.015,-7.822,23.239
11.55,-2.312,-7.631,-20.357,-7.474,24.878,17.031,-7.801,23.209
11.56,-2.321,-7.63,-20.368,-7.471,24.888,17.031,-7.801,23.209
11.57,-2.324,-7.623,-20.368,-7.471,24.888,17.042,-7.786,23.19
11.58,-2.325,-7.633,-20.349,-7.491,24.917,17.042,-7.786,23.19
11.59,-2.322,-7.634,-20.342,-7.478,24.927,17.031,-7.801,23.209
11.6,-2.34,-7.637,-20.37,-7.485,24.937,17.031,-7.801,23.209
11.61,-2.348,-7.637,-20.342,-7.465,25.005,17.015,-7.822,23.239
11.62,-2.338,-7.636,-20.342,-7.465,25.005,17.028,-7.819,23.248
11.63,-2.315,-7.639,-20.342,-7.465,25.005,17.042,-7.827,23.287
11.64,-2.317,-7.625,-20.355,-7.451,24.986,17.053,-7.813,23.268
11.65,-2.299,-7.628,-20.33,-7.453,24.947,17.04,-7.816,23.258
11.66,-2.319,-7.624,-20.342,-7.439,24.927,17.015,-7.822,23.239
11.67,-2.319,-7.624,-20.355,-7.445,24.908,17.02,-7.815,23.229
11.68,-2.294,-7.614,-20.336,-7.44,24.859,17.031,-7.801,23.209
11.69,-2.291,-7.627,-20.355,-7.459,24.829,17.026,-7.808,23.219
11.7,-2.259,-7.623,-20.349,-7.446,24.839,17.053,-7.813,23.268
11.71,-2.257,-7.614,-20.343,-7.433,24.849,17.042,-7.806,23.287
11.72,-2.251,-7.614,-20.349,-7.446,24.839,17.02,-7.793,23.326
11.73,-2.217,-7.627,-20.355,-7.459,24.829,17.042,-7.805,23.385
11.74,-2.217,-7.627,-20.355,-7.459,24.829,17.042,-7.805,23.385
11.75,-2.213,-7.63,-20.349,-7.446,24.839,17.026,-7.826,23.414
11.76,-2.195,-7.623,-20.328,-7.432,24.82,17.026,-7.826,23.414
11.77,-2.185,-7.618,-20.33,-7.421,24.79,17.026,-7.826,23.414
11.78,-2.187,-7.594,-20.343,-7.388,24.771,17.037,-7.812,23.395
11.79,-2.179,-7.592,-20.332,-7.391,24.761,17.042,-7.805,23.385
11.8,-2.16,-7.608,-20.323,-7.422,24.722,17.042,-7.805,23.385
11.81,-2.16,-7.605,-20.33,-7.415,24.712,17.042,-7.805,23.385
11.82,-2.16,-7.598,-20.323,-7.402,24.722,17.042,-7.805,23.385
11.83,-2.16,-7.601,-20.317,-7.409,24.732,17.042,-7.805,23.385
11.84,-2.188,-7.59,-20.343,-7.388,24.771,17.042,-7.805,23.385
11.85,-2.178,-7.589,-20.343,-7.388,24.771,17.055,-7.801,23.395
11.86,-2.163,-7.571,-20.343,-7.388,24.771,17.046,-7.764,23.444
11.87,-2.154,-7.566,-20.343,-7.388,24.771,17.064,-7.754,23.444
11.88,-2.165,-7.571,-20.336,-7.395,24.781,17.051,-7.757,23.434
11.89,-2.174,-7.569,-20.343,-7.388,24.771,17.039,-7.76,23.424
11.9,-2.186,-7.574,-20.33,-7.402,24.79,17.031,-7.756,23.404
11.91,-2.189,-7.57,-20.323,-7.409,24.8,17.042,-7.742,23.385
11.92,-2.189,-7.57,-20.323,-7.409,24.8,17.042,-7.742,23.385
11.93,-2.189,-7.57,-20.323,-7.409,24.8,17.042,-7.742,23.385
11.94,-2.19,-7.573,-20.33,-7.421,24.79,17.048,-7.735,23.375
11.95,-2.192,-7.563,-20.323,-7.409,24.8,17.053,-7.728,23.365
11.96,-2.211,-7.557,-20.345,-7.403,24.82,17.058,-7.72,23.356
11.97,-2.221,-7.559,-20.349,-7.407,24.839,17.058,-7.72,23.356
11.98,-2.22,-7.569,-20.336,-7.42,24.859,17.053,-7.728,23.365
11.99,-2.218,-7.576,-20.336,-7.42,24.859,17.042,-7.742,23.385
12,-2.217,-7.569,-20.349,-7.407,24.839,17.042,-7.742,23.385
12.01,-2.217,-7.566,-20.355,-7.4,24.829,17.042,-7.742,23.385
12.02,-2.217,-7.566,-20.355,-7.4,24.829,17.042,-7.742,23.385
12.03,-2.217,-7.566,-20.355,-7.4,24.829,17.042,-7.742,23.385
12.04,-2.216,-7.569,-20.355,-7.4,24.829,17.037,-7.749,23.395
12.05,-2.203,-7.571,-20.362,-7.393,24.82,17.039,-7.76,23.424
12.06,-2.173,-7.556,-20.358,-7.369,24.8,17.064,-7.754,23.444
12.07,-2.151,-7.546,-20.343,-7.388,24.771,17.048,-7.713,23.473
12.08,-2.175,-7.562,-20.349,-7.381,24.761,17.044,-7.753,23.414
12.09,-2.177,-7.548,-20.362,-7.367,24.742,17.055,-7.739,23.395
12.1,-2.187,-7.549,-20.362,-7.367,24.742,17.042,-7.742,23.385
12.11,-2.169,-7.552,-20.341,-7.373,24.722,17.042,-7.742,23.385
12.12,-2.174,-7.548,-20.341,-7.373,24.722,17.064,-7.734,23.346
12.13,-2.165,-7.549,-20.343,-7.362,24.693,17.069,-7.748,23.336
12.14,-2.184,-7.542,-20.349,-7.355,24.683,17.038,-7.741,23.326
12.15,-2.175,-7.555,-20.341,-7.373,24.722,17.069,-7.748,23.336
12.16,-2.19,-7.562,-20.362,-7.367,24.742,17.053,-7.769,23.365
12.17,-2.189,-7.577,-20.343,-7.388,24.771,17.048,-7.777,23.375
12.18,-2.186,-7.577,-20.343,-7.388,24.771,17.031,-7.777,23.404
12.19,-2.203,-7.574,-20.351,-7.396,24.81,17.026,-7.764,23.414
12.2,-2.213,-7.576,-20.355,-7.4,24.829,17.026,-7.764,23.414
12.21,-2.213,-7.57,-20.349,-7.387,24.839,17.026,-7.764,23.414
12.22,-2.213,-7.57,-20.349,-7.387,24.839,17.026,-7.764,23.414
12.23,-2.218,-7.546,-20.336,-7.362,24.859,17.042,-7.742,23.385
12.24,-2.222,-7.535,-20.336,-7.362,24.859,17.058,-7.72,23.356
12.25,-2.224,-7.528,-20.336,-7.362,24.859,17.069,-7.706,23.336
12.26,-2.255,-7.519,-20.355,-7.341,24.829,17.037,-7.708,23.297
12.27,-2.229,-7.529,-20.336,-7.375,24.781,17.048,-7.694,23.278
12.28,-2.255,-7.526,-20.343,-7.355,24.849,17.037,-7.708,23.297
12.29,-2.236,-7.526,-20.336,-7.362,24.859,17.062,-7.702,23.317
12.3,-2.222,-7.535,-20.336,-7.362,24.859,17.058,-7.72,23.356
12.31,-2.222,-7.535,-20.336,-7.362,24.859,17.058,-7.72,23.356
12.32,-2.219,-7.557,-20.317,-7.382,24.888,17.042,-7.742,23.385
12.33,-2.237,-7.56,-20.345,-7.389,24.898,17.042,-7.742,23.385
12.34,-2.237,-7.56,-20.345,-7.389,24.898,17.042,-7.742,23.385
12.35,-2.219,-7.579,-20.343,-7.414,24.849,17.048,-7.756,23.375
12.36,-2.232,-7.584,-20.355,-7.4,24.829,17.051,-7.779,23.336
12.37,-2.245,-7.578,-20.355,-7.4,24.829,17.049,-7.768,23.307
12.38,-2.255,-7.58,-20.355,-7.4,24.829,17.037,-7.771,23.297
12.39,-2.256,-7.576,-20.355,-7.4,24.829,17.042,-7.764,23.287
12.4,-2.257,-7.573,-20.355,-7.4,24.829,17.048,-7.757,23.278
12.41,-2.259,-7.573,-20.349,-7.407,24.839,17.053,-7.75,23.268
12.42,-2.26,-7.58,-20.336,-7.42,24.859,17.053,-7.75,23.268
12.43,-2.247,-7.575,-20.336,-7.42,24.859,17.055,-7.74,23.297
12.44,-2.261,-7.572,-20.357,-7.415,24.878,17.038,-7.741,23.326
12.45,-2.249,-7.555,-20.362,-7.399,24.898,17.058,-7.72,23.356
12.46,-2.25,-7.548,-20.355,-7.386,24.908,17.058,-7.72,23.356
12.47,-2.241,-7.543,-20.338,-7.377,24.908,17.058,-7.72,23.356
12.48,-2.224,-7.559,-20.323,-7.395,24.878,17.064,-7.734,23.346
12.49,-2.233,-7.557,-20.33,-7.388,24.868,17.051,-7.737,23.336
12.5,-2.223,-7.549,-20.343,-7.374,24.849,17.064,-7.734,23.346
12.51,-2.222,-7.535,-20.336,-7.362,24.859,17.058,-7.72,23.356
12.52,-2.222,-7.535,-20.336,-7.362,24.859,17.058,-7.72,23.356
12.53,-2.222,-7.535,-20.336,-7.362,24.859,17.058,-7.72,23.356
12.54,-2.222,-7.535,-20.336,-7.362,24.859,17.058,-7.72,23.356
12.55,-2.221,-7.532,-20.343,-7.355,24.849,17.058,-7.72,23.356
12.56,-2.221,-7.528,-20.349,-7.348,24.839,17.058,-7.72,23.356
12.57,-2.231,-7.526,-20.355,-7.341,24.829,17.046,-7.724,23.346
12.58,-2.231,-7.526,-20.355,-7.341,24.829,17.046,-7.724,23.346
12.59,-2.221,-7.532,-20.343,-7.355,24.849,17.058,-7.72,23.356
12.6,-2.222,-7.522,-20.323,-7.336,24.878,17.058,-7.72,23.356
12.61,-2.252,-7.508,-20.349,-7.315,24.917,17.064,-7.713,23.346
12.62,-2.254,-7.501,-20.349,-7.315,24.917,17.075,-7.699,23.326
12.63,-2.254,-7.497,-20.355,-7.308,24.908,17.075,-7.699,23.326
12.64,-2.253,-7.49,-20.368,-7.294,24.888,17.075,-7.699,23.326
12.65,-2.244,-7.491,-20.357,-7.297,24.878,17.075,-7.699,23.326
12.66,-2.235,-7.493,-20.347,-7.3,24.868,17.075,-7.699,23.326
12.67,-2.226,-7.494,-20.336,-7.303,24.859,17.075,-7.699,23.326
12.68,-2.225,-7.491,-20.343,-7.296,24.849,17.075,-7.699,23.326
12.69,-2.225,-7.487,-20.349,-7.289,24.839,17.075,-7.699,23.326
12.7,-2.225,-7.487,-20.349,-7.289,24.839,17.075,-7.699,23.326
12.71,-2.245,-7.494,-20.347,-7.3,24.868,17.062,-7.702,23.317
12.72,-2.254,-7.477,-20.355,-7.269,24.908,17.075,-7.699,23.326
12.73,-2.254,-7.477,-20.355,-7.269,24.908,17.075,-7.699,23.326
12.74,-2.255,-7.477,-20.336,-7.27,24.937,17.075,-7.699,23.326
12.75,-2.254,-7.494,-20.342,-7.302,24.927,17.075,-7.699,23.326
12.76,-2.254,-7.491,-20.336,-7.29,24.937,17.069,-7.706,23.336
12.77,-2.266,-7.469,-20.351,-7.271,24.966,17.042,-7.679,23.385
12.78,-2.254,-7.471,-20.351,-7.271,24.966,17.049,-7.683,23.404
12.79,-2.248,-7.472,-20.33,-7.277,24.947,17.042,-7.679,23.385
12.8,-2.25,-7.457,-20.355,-7.269,24.908,17.058,-7.658,23.356
12.81,-2.246,-7.463,-20.355,-7.282,24.829,17.055,-7.656,23.297
12.82,-2.262,-7.467,-20.355,-7.282,24.829,17.069,-7.665,23.239
12.83,-2.262,-7.463,-20.362,-7.275,24.82,17.069,-7.665,23.239
12.84,-2.262,-7.463,-20.362,-7.275,24.82,17.069,-7.665,23.239
12.85,-2.244,-7.456,-20.353,-7.267,24.781,17.075,-7.658,23.229
12.86,-2.238,-7.45,-20.343,-7.27,24.771,17.086,-7.643,23.209
12.87,-2.235,-7.472,-20.323,-7.29,24.8,17.069,-7.665,23.239
12.88,-2.258,-7.478,-20.355,-7.282,24.829,17.053,-7.687,23.268
12.89,-2.269,-7.487,-20.347,-7.3,24.868,17.053,-7.687,23.268
12.9,-2.252,-7.483,-20.368,-7.294,24.888,17.069,-7.685,23.336
12.91,-2.254,-7.497,-20.355,-7.308,24.908,17.075,-7.699,23.326
12.92,-2.252,-7.487,-20.362,-7.301,24.898,17.069,-7.685,23.336
12.93,-2.252,-7.48,-20.355,-7.288,24.908,17.069,-7.685,23.336
12.94,-2.25,-7.457,-20.355,-7.269,24.908,17.058,-7.658,23.356
12.95,-2.252,-7.457,-20.349,-7.256,24.917,17.064,-7.671,23.346
12.96,-2.25,-7.467,-20.368,-7.294,24.888,17.064,-7.651,23.346
12.97,-2.235,-7.446,-20.34,-7.268,24.878,17.075,-7.636,23.326
12.98,-2.246,-7.446,-20.349,-7.269,24.839,17.055,-7.635,23.297
12.99,-2.226,-7.443,-20.349,-7.269,24.839,17.08,-7.629,23.317
13,-2.257,-7.435,-20.336,-7.244,24.859,17.042,-7.638,23.287
13.01,-2.225,-7.447,-20.349,-7.269,24.839,17.075,-7.636,23.326
13.02,-2.224,-7.453,-20.355,-7.282,24.829,17.075,-7.636,23.326
13.03,-2.224,-7.453,-20.355,-7.282,24.829,17.075,-7.636,23.326
13.04,-2.221,-7.464,-20.355,-7.282,24.829,17.058,-7.658,23.356
13.05,-2.241,-7.448,-20.345,-7.252,24.898,17.058,-7.658,23.356
13.06,-2.24,-7.449,-20.349,-7.256,24.917,17.071,-7.655,23.365
13.07,-2.239,-7.435,-20.357,-7.238,24.878,17.053,-7.644,23.365
13.08,-2.224,-7.437,-20.336,-7.244,24.859,17.069,-7.643,23.336
13.09,-2.224,-7.423,-20.355,-7.223,24.829,17.075,-7.636,23.326
13.1,-2.222,-7.41,-20.355,-7.223,24.829,17.064,-7.609,23.346
13.11,-2.193,-7.404,-20.343,-7.21,24.771,17.064,-7.609,23.346
13.12,-2.192,-7.397,-20.343,-7.21,24.771,17.058,-7.595,23.356
13.13,-2.192,-7.397,-20.343,-7.21,24.771,17.058,-7.595,23.356
13.14,-2.192,-7.397,-20.343,-7.21,24.771,17.058,-7.595,23.356
13.15,-2.183,-7.403,-20.33,-7.224,24.79,17.071,-7.592,23.365
13.16,-2.188,-7.406,-20.355,-7.223,24.829,17.085,-7.6,23.404
13.17,-2.187,-7.409,-20.355,-7.223,24.829,17.08,-7.607,23.414
13.18,-2.187,-7.409,-20.355,-7.223,24.829,17.08,-7.607,23.414
13.19,-2.187,-7.409,-20.355,-7.223,24.829,17.08,-7.607,23.414
13.2,-2.187,-7.409,-20.355,-7.223,24.829,17.08,-7.607,23.414
13.21,-2.168,-7.412,-20.334,-7.229,24.81,17.08,-7.607,23.414
13.22,-2.159,-7.414,-20.323,-7.231,24.8,17.08,-7.607,23.414
13.23,-2.159,-7.41,-20.33,-7.224,24.79,17.08,-7.607,23.414
13.24,-2.158,-7.403,-20.343,-7.21,24.771,17.08,-7.607,23.414
13.25,-2.168,-7.405,-20.343,-7.21,24.771,17.067,-7.611,23.404
13.26,-2.169,-7.401,-20.343,-7.21,24.771,17.073,-7.603,23.395
13.27,-2.16,-7.409,-20.355,-7.236,24.751,17.091,-7.593,23.395
13.28,-2.158,-7.41,-20.349,-7.223,24.761,17.08,-7.607,23.414
13.29,-2.158,-7.413,-20.343,-7.23,24.771,17.08,-7.607,23.414
13.3,-2.159,-7.421,-20.33,-7.244,24.79,17.08,-7.607,23.414
13.31,-2.168,-7.419,-20.34,-7.241,24.8,17.08,-7.607,23.414
13.32,-2.168,-7.412,-20.334,-7.229,24.81,17.08,-7.607,23.414
13.33,-2.197,-7.411,-20.355,-7.223,24.829,17.067,-7.611,23.404
13.34,-2.201,-7.4,-20.355,-7.223,24.829,17.084,-7.589,23.375
13.35,-2.211,-7.405,-20.345,-7.226,24.82,17.058,-7.595,23.356
13.36,-2.221,-7.403,-20.355,-7.223,24.829,17.058,-7.595,23.356
13.37,-2.211,-7.405,-20.345,-7.226,24.82,17.058,-7.595,23.356
13.38,-2.211,-7.405,-20.345,-7.226,24.82,17.058,-7.595,23.356
13.39,-2.202,-7.406,-20.334,-7.229,24.81,17.058,-7.595,23.356
13.4,-2.221,-7.403,-20.355,-7.223,24.829,17.058,-7.595,23.356
13.41,-2.221,-7.403,-20.355,-7.223,24.829,17.058,-7.595,23.356
13.42,-2.222,-7.414,-20.336,-7.244,24.859,17.058,-7.595,23.356
13.43,-2.212,-7.412,-20.336,-7.244,24.859,17.071,-7.592,23.365
13.44,-2.222,-7.414,-20.336,-7.244,24.859,17.058,-7.595,23.356
13.45,-2.222,-7.414,-20.336,-7.244,24.859,17.058,-7.595,23.356
13.46,-2.231,-7.412,-20.347,-7.241,24.868,17.058,-7.595,23.356
13.47,-2.25,-7.417,-20.355,-7.249,24.908,17.058,-7.595,23.356
13.48,-2.239,-7.422,-20.349,-7.256,24.917,17.066,-7.599,23.375
13.49,-2.25,-7.42,-20.349,-7.256,24.917,17.058,-7.595,23.356
13.5,-2.252,-7.427,-20.349,-7.256,24.917,17.064,-7.609,23.346
13.51,-2.247,-7.417,-20.351,-7.245,24.888,17.086,-7.601,23.307
13.52,-2.249,-7.426,-20.336,-7.244,24.859,17.066,-7.621,23.278
13.53,-2.263,-7.417,-20.336,-7.244,24.859,17.069,-7.602,23.239
13.54,-2.263,-7.423,-20.343,-7.256,24.849,17.069,-7.602,23.239
13.55,-2.277,-7.421,-20.349,-7.269,24.839,17.073,-7.583,23.2
13.56,-2.296,-7.43,-20.355,-7.282,24.829,17.047,-7.589,23.18
13.57,-2.296,-7.43,-20.355,-7.282,24.829,17.047,-7.589,23.18
13.58,-2.285,-7.426,-20.349,-7.269,24.839,17.055,-7.594,23.2
13.59,-2.292,-7.423,-20.349,-7.256,24.917,17.069,-7.602,23.239
13.6,-2.292,-7.423,-20.349,-7.256,24.917,17.069,-7.602,23.239
13.61,-2.288,-7.434,-20.349,-7.256,24.917,17.053,-7.624,23.268
13.62,-2.268,-7.431,-20.349,-7.256,24.917,17.078,-7.617,23.287
13.63,-2.258,-7.429,-20.349,-7.256,24.917,17.091,-7.614,23.297
13.64,-2.258,-7.429,-20.349,-7.256,24.917,17.091,-7.614,23.297
13.65,-2.254,-7.409,-20.349,-7.256,24.917,17.075,-7.573,23.326
13.66,-2.254,-7.409,-20.349,-7.256,24.917,17.075,-7.573,23.326
13.67,-2.253,-7.413,-20.349,-7.256,24.917,17.069,-7.581,23.336
13.68,-2.254,-7.409,-20.349,-7.256,24.917,17.075,-7.573,23.326
13.69,-2.244,-7.404,-20.351,-7.245,24.888,17.075,-7.573,23.326
13.7,-2.244,-7.4,-20.357,-7.238,24.878,17.075,-7.573,23.326
13.71,-2.244,-7.4,-20.357,-7.238,24.878,17.075,-7.573,23.326
13.72,-2.226,-7.403,-20.336,-7.244,24.859,17.075,-7.573,23.326
13.73,-2.226,-7.403,-20.336,-7.244,24.859,17.075,-7.573,23.326
13.74,-2.223,-7.41,-20.336,-7.244,24.859,17.064,-7.588,23.346
13.75,-2.222,-7.434,-20.336,-7.283,24.859,17.058,-7.595,23.356
13.76,-2.231,-7.443,-20.347,-7.3,24.868,17.058,-7.595,23.356
13.77,-2.223,-7.461,-20.336,-7.303,24.859,17.064,-7.63,23.346
13.78,-2.225,-7.46,-20.343,-7.296,24.849,17.075,-7.636,23.326
13.79,-2.224,-7.453,-20.355,-7.282,24.829,17.075,-7.636,23.326
13.8,-2.215,-7.455,-20.345,-7.285,24.82,17.075,-7.636,23.326
13.81,-2.206,-7.456,-20.334,-7.288,24.81,17.075,-7.636,23.326
13.82,-2.194,-7.465,-20.323,-7.29,24.8,17.064,-7.651,23.346
13.83,-2.202,-7.467,-20.334,-7.288,24.81,17.058,-7.658,23.356
13.84,-2.194,-7.475,-20.323,-7.29,24.8,17.064,-7.671,23.346
13.85,-2.2,-7.504,-20.347,-7.313,24.79,17.053,-7.707,23.365
13.86,-2.208,-7.506,-20.358,-7.33,24.8,17.048,-7.693,23.375
13.87,-2.217,-7.505,-20.355,-7.341,24.829,17.042,-7.679,23.385
13.88,-2.217,-7.505,-20.355,-7.341,24.829,17.042,-7.679,23.385
13.89,-2.207,-7.504,-20.355,-7.341,24.829,17.055,-7.676,23.395
13.9,-2.207,-7.504,-20.355,-7.341,24.829,17.055,-7.676,23.395
13.91,-2.188,-7.507,-20.334,-7.347,24.81,17.055,-7.676,23.395
13.92,-2.189,-7.51,-20.323,-7.349,24.8,17.042,-7.679,23.385
13.93,-2.189,-7.506,-20.33,-7.343,24.79,17.042,-7.679,23.385
13.94,-2.188,-7.499,-20.343,-7.329,24.771,17.042,-7.679,23.385
13.95,-2.188,-7.499,-20.343,-7.329,24.771,17.042,-7.679,23.385
13.96,-2.188,-7.499,-20.343,-7.329,24.771,17.042,-7.679,23.385
13.97,-2.188,-7.499,-20.343,-7.329,24.771,17.042,-7.679,23.385
13.98,-2.189,-7.51,-20.323,-7.349,24.8,17.042,-7.679,23.385
13.99,-2.189,-7.51,-20.323,-7.349,24.8,17.042,-7.679,23.385
14,-2.199,-7.508,-20.334,-7.347,24.81,17.042,-7.679,23.385
14.01,-2.198,-7.505,-20.345,-7.344,24.82,17.055,-7.676,23.395
14.02,-2.208,-7.507,-20.345,-7.344,24.82,17.042,-7.679,23.385
14.03,-2.199,-7.508,-20.334,-7.347,24.81,17.042,-7.679,23.385
14.04,-2.199,-7.508,-20.334,-7.347,24.81,17.042,-7.679,23.385
14.05,-2.208,-7.507,-20.345,-7.344,24.82,17.042,-7.679,23.385
14.06,-2.21,-7.52,-20.345,-7.344,24.82,17.053,-7.707,23.365
14.07,-2.192,-7.523,-20.323,-7.349,24.8,17.053,-7.707,23.365
14.08,-2.202,-7.528,-20.334,-7.347,24.81,17.058,-7.72,23.356
14.09,-2.211,-7.526,-20.345,-7.344,24.82,17.058,-7.72,23.356
14.1,-2.203,-7.535,-20.321,-7.36,24.829,17.058,-7.72,23.356
14.11,-2.211,-7.54,-20.326,-7.364,24.849,17.053,-7.728,23.365
14.12,-2.221,-7.542,-20.343,-7.374,24.849,17.058,-7.72,23.356
14.13,-2.22,-7.546,-20.343,-7.374,24.849,17.053,-7.728,23.365
14.14,-2.221,-7.542,-20.343,-7.374,24.849,17.058,-7.72,23.356
14.15,-2.221,-7.542,-20.343,-7.374,24.849,17.058,-7.72,23.356
14.16,-2.221,-7.542,-20.343,-7.374,24.849,17.058,-7.72,23.356
14.17,-2.222,-7.55,-20.317,-7.382,24.888,17.053,-7.728,23.365
14.18,-2.246,-7.552,-20.349,-7.374,24.917,17.042,-7.742,23.385
14.19,-2.236,-7.547,-20.338,-7.377,24.908,17.037,-7.728,23.395
14.2,-2.222,-7.535,-20.336,-7.362,24.859,17.058,-7.72,23.356
14.21,-2.224,-7.528,-20.336,-7.362,24.859,17.069,-7.706,23.336
14.22,-2.226,-7.525,-20.336,-7.362,24.859,17.075,-7.699,23.326
14.23,-2.259,-7.515,-20.343,-7.355,24.849,17.053,-7.687,23.268
14.24,-2.258,-7.508,-20.355,-7.341,24.829,17.053,-7.687,23.268
14.25,-2.262,-7.497,-20.355,-7.341,24.829,17.069,-7.665,23.239
14.26,-2.253,-7.499,-20.345,-7.344,24.82,17.069,-7.665,23.239
14.27,-2.262,-7.497,-20.355,-7.341,24.829,17.069,-7.665,23.239
14.28,-2.262,-7.512,-20.336,-7.362,24.859,17.064,-7.672,23.248
14.29,-2.26,-7.519,-20.336,-7.362,24.859,17.053,-7.687,23.268
