時間(秒),総合COP左右X(cm),総合COP前後Y(cm),左プレートCOP左右X(cm),左プレートCOP前後Y(cm),左荷重(kgf),右プレートCOP左右X(cm),右プレートCOP前後Y(cm),右荷重(kgf)
22.69,-2.261,-7.751,-20.347,-7.535,24.868,17.02,-7.981,23.326
22.7,-2.252,-7.753,-20.336,-7.538,24.859,17.02,-7.981,23.326
22.71,-2.251,-7.746,-20.349,-7.525,24.839,17.02,-7.981,23.326
22.72,-2.241,-7.741,-20.355,-7.518,24.829,17.033,-7.978,23.336
22.73,-2.241,-7.741,-20.355,-7.518,24.829,17.033,-7.978,23.336
22.74,-2.221,-7.737,-20.355,-7.518,24.829,17.058,-7.971,23.356
22.75,-2.193,-7.742,-20.323,-7.527,24.8,17.058,-7.971,23.356
22.76,-2.202,-7.737,-20.336,-7.513,24.781,17.046,-7.974,23.346
22.77,-2.202,-7.733,-20.343,-7.506,24.771,17.046,-7.974,23.346
22.78,-2.191,-7.735,-20.343,-7.506,24.771,17.053,-7.978,23.365
22.79,-2.189,-7.746,-20.336,-7.513,24.781,17.042,-7.992,23.385
22.8,-2.189,-7.753,-20.323,-7.527,24.8,17.042,-7.992,23.385
22.81,-2.205,-7.757,-20.345,-7.521,24.82,17.031,-8.007,23.404
22.82,-2.204,-7.76,-20.345,-7.521,24.82,17.026,-8.014,23.414
22.83,-2.196,-7.758,-20.334,-7.524,24.81,17.031,-8.007,23.404
22.84,-2.199,-7.751,-20.334,-7.524,24.81,17.042,-7.992,23.385
22.85,-2.189,-7.753,-20.323,-7.527,24.8,17.042,-7.992,23.385
22.86,-2.202,-7.747,-20.323,-7.527,24.8,17.04,-7.982,23.356
22.87,-2.223,-7.747,-20.323,-7.527,24.8,17.02,-7.981,23.326
22.88,-2.223,-7.76,-20.336,-7.552,24.781,17.02,-7.981,23.326
22.89,-2.222,-7.767,-20.343,-7.565,24.771,17.02,-7.981,23.326
22.9,-2.231,-7.765,-20.353,-7.562,24.781,17.02,-7.981,23.326
22.91,-2.223,-7.763,-20.343,-7.565,24.771,17.026,-7.974,23.317
22.92,-2.223,-7.763,-20.343,-7.565,24.771,17.026,-7.974,23.317
22.93,-2.251,-7.773,-20.355,-7.577,24.829,17.02,-7.981,23.326
22.94,-2.251,-7.773,-20.355,-7.577,24.829,17.02,-7.981,23.326
22.95,-2.248,-7.794,-20.336,-7.597,24.859,17.004,-8.003,23.356
22.96,-2.214,-7.799,-20.336,-7.597,24.859,17.026,-8.014,23.414
22.97,-2.243,-7.805,-20.349,-7.609,24.917,17.026,-8.014,23.414
22.98,-2.241,-7.798,-20.349,-7.609,24.917,17.021,-8,23.424
22.99,-2.231,-7.793,-20.338,-7.612,24.908,17.015,-7.986,23.434
23,-2.21,-7.779,-20.336,-7.597,24.859,17.01,-7.973,23.444
23.01,-2.214,-7.769,-20.336,-7.597,24.859,17.026,-7.951,23.414
23.02,-2.245,-7.777,-20.33,-7.604,24.868,16.988,-7.961,23.385
23.03,-2.248,-7.763,-20.336,-7.597,24.859,17.004,-7.94,23.356
23.04,-2.252,-7.753,-20.336,-7.597,24.859,17.02,-7.918,23.326
23.05,-2.255,-7.732,-20.355,-7.577,24.829,17.037,-7.897,23.297
23.06,-2.256,-7.735,-20.345,-7.58,24.82,17.024,-7.9,23.287
23.07,-2.245,-7.716,-20.358,-7.546,24.8,17.037,-7.897,23.297
23.08,-2.245,-7.703,-20.345,-7.521,24.82,17.037,-7.897,23.297
23.09,-2.247,-7.699,-20.345,-7.521,24.82,17.042,-7.89,23.287
23.1,-2.249,-7.695,-20.34,-7.517,24.8,17.035,-7.886,23.268
23.11,-2.258,-7.684,-20.368,-7.504,24.81,17.053,-7.875,23.268
23.12,-2.259,-7.664,-20.349,-7.466,24.839,17.053,-7.875,23.268
23.13,-2.258,-7.66,-20.355,-7.459,24.829,17.053,-7.875,23.268
23.14,-2.253,-7.654,-20.355,-7.459,24.829,17.031,-7.862,23.307
23.15,-2.251,-7.651,-20.355,-7.459,24.829,17.02,-7.856,23.326
23.16,-2.252,-7.631,-20.336,-7.42,24.859,17.02,-7.856,23.326
23.17,-2.231,-7.618,-20.355,-7.4,24.829,17.046,-7.849,23.346
23.18,-2.221,-7.616,-20.355,-7.4,24.829,17.058,-7.846,23.356
23.19,-2.218,-7.603,-20.355,-7.4,24.829,17.048,-7.818,23.375
23.2,-2.217,-7.596,-20.355,-7.4,24.829,17.042,-7.805,23.385
23.21,-2.217,-7.59,-20.349,-7.387,24.839,17.042,-7.805,23.385
23.22,-2.218,-7.576,-20.336,-7.362,24.859,17.042,-7.805,23.385
23.23,-2.218,-7.576,-20.336,-7.362,24.859,17.042,-7.805,23.385
23.24,-2.218,-7.566,-20.349,-7.348,24.839,17.048,-7.797,23.375
23.25,-2.219,-7.559,-20.355,-7.341,24.829,17.053,-7.79,23.365
23.26,-2.221,-7.555,-20.355,-7.341,24.829,17.058,-7.783,23.356
23.27,-2.22,-7.548,-20.368,-7.327,24.81,17.058,-7.783,23.356
23.28,-2.211,-7.55,-20.358,-7.33,24.8,17.058,-7.783,23.356
23.29,-2.219,-7.545,-20.375,-7.32,24.8,17.058,-7.783,23.356
23.3,-2.22,-7.552,-20.362,-7.334,24.82,17.058,-7.783,23.356
23.31,-2.22,-7.552,-20.362,-7.334,24.82,17.058,-7.783,23.356
23.32,-2.211,-7.553,-20.351,-7.337,24.81,17.058,-7.783,23.356
23.33,-2.219,-7.545,-20.375,-7.32,24.8,17.058,-7.783,23.356
23.34,-2.201,-7.548,-20.353,-7.326,24.781,17.058,-7.783,23.356
23.35,-2.201,-7.548,-20.353,-7.326,24.781,17.058,-7.783,23.356
23.36,-2.201,-7.548,-20.353,-7.326,24.781,17.058,-7.783,23.356
23.37,-2.192,-7.549,-20.343,-7.329,24.771,17.058,-7.783,23.356
23.38,-2.192,-7.549,-20.343,-7.329,24.771,17.058,-7.783,23.356
23.39,-2.188,-7.56,-20.343,-7.329,24.771,17.042,-7.805,23.385
23.4,-2.178,-7.558,-20.343,-7.329,24.771,17.055,-7.801,23.395
23.41,-2.158,-7.562,-20.349,-7.341,24.761,17.08,-7.795,23.414
23.42,-2.152,-7.579,-20.362,-7.367,24.742,17.058,-7.803,23.453
23.43,-2.154,-7.579,-20.355,-7.354,24.751,17.064,-7.816,23.444
23.44,-2.15,-7.565,-20.375,-7.353,24.722,17.053,-7.789,23.463
23.45,-2.126,-7.569,-20.36,-7.352,24.693,17.031,-7.797,23.502
23.46,-2.117,-7.57,-20.349,-7.355,24.683,17.031,-7.797,23.502
23.47,-2.097,-7.567,-20.349,-7.355,24.683,17.057,-7.79,23.522
23.48,-2.106,-7.562,-20.362,-7.341,24.664,17.044,-7.794,23.512
23.49,-2.106,-7.558,-20.369,-7.334,24.654,17.044,-7.794,23.512
23.5,-2.106,-7.558,-20.369,-7.334,24.654,17.044,-7.794,23.512
23.51,-2.12,-7.549,-20.369,-7.334,24.654,17.048,-7.775,23.473
23.52,-2.12,-7.543,-20.362,-7.321,24.664,17.048,-7.775,23.473
23.53,-2.107,-7.508,-20.349,-7.295,24.683,17.044,-7.731,23.512
23.54,-2.097,-7.507,-20.349,-7.295,24.683,17.057,-7.728,23.522
23.55,-2.086,-7.509,-20.349,-7.295,24.683,17.064,-7.732,23.541
23.56,-2.096,-7.51,-20.349,-7.295,24.683,17.051,-7.735,23.531
23.57,-2.096,-7.51,-20.349,-7.295,24.683,17.051,-7.735,23.531
23.58,-2.107,-7.508,-20.349,-7.295,24.683,17.044,-7.731,23.512
23.59,-2.12,-7.51,-20.336,-7.309,24.703,17.042,-7.72,23.483
23.6,-2.149,-7.505,-20.362,-7.308,24.742,17.048,-7.713,23.473
23.61,-2.154,-7.505,-20.343,-7.329,24.771,17.064,-7.692,23.444
23.62,-2.205,-7.49,-20.351,-7.297,24.81,17.031,-7.694,23.404
23.63,-2.217,-7.478,-20.349,-7.289,24.839,17.042,-7.679,23.385
23.64,-2.228,-7.48,-20.347,-7.3,24.868,17.048,-7.672,23.375
23.65,-2.25,-7.45,-20.349,-7.256,24.917,17.058,-7.658,23.356
23.66,-2.264,-7.441,-20.349,-7.256,24.917,17.062,-7.639,23.317
23.67,-2.288,-7.434,-20.349,-7.256,24.917,17.053,-7.624,23.268
23.68,-2.307,-7.411,-20.351,-7.213,24.966,17.053,-7.624,23.268
23.69,-2.32,-7.395,-20.368,-7.203,24.966,17.069,-7.602,23.239
23.7,-2.32,-7.392,-20.374,-7.196,24.956,17.069,-7.602,23.239
23.71,-2.319,-7.388,-20.38,-7.189,24.947,17.069,-7.602,23.239
23.72,-2.318,-7.392,-20.38,-7.189,24.947,17.064,-7.609,23.248
23.73,-2.319,-7.388,-20.38,-7.189,24.947,17.069,-7.602,23.239
23.74,-2.319,-7.388,-20.38,-7.189,24.947,17.069,-7.602,23.239
23.75,-2.319,-7.402,-20.361,-7.21,24.976,17.064,-7.609,23.248
23.76,-2.334,-7.403,-20.393,-7.201,25.005,17.066,-7.621,23.278
23.77,-2.312,-7.388,-20.374,-7.203,25.034,17.08,-7.587,23.317
23.78,-2.322,-7.392,-20.387,-7.208,25.015,17.067,-7.59,23.307
23.79,-2.345,-7.381,-20.393,-7.201,25.005,17.058,-7.574,23.258
23.8,-2.333,-7.379,-20.38,-7.189,24.947,17.073,-7.583,23.2
23.81,-2.357,-7.371,-20.38,-7.189,24.947,17.064,-7.567,23.151
23.82,-2.36,-7.35,-20.4,-7.168,24.917,17.08,-7.545,23.121
23.83,-2.352,-7.354,-20.379,-7.174,24.898,17.068,-7.549,23.112
23.84,-2.353,-7.357,-20.368,-7.176,24.888,17.055,-7.552,23.102
23.85,-2.353,-7.367,-20.368,-7.176,24.888,17.055,-7.573,23.102
23.86,-2.331,-7.398,-20.368,-7.216,24.888,17.075,-7.595,23.131
23.87,-2.346,-7.416,-20.389,-7.23,24.908,17.058,-7.617,23.16
23.88,-2.352,-7.436,-20.38,-7.248,24.947,17.042,-7.639,23.19
23.89,-2.326,-7.438,-20.372,-7.266,24.986,17.053,-7.624,23.268
23.9,-2.345,-7.442,-20.393,-7.26,25.005,17.058,-7.637,23.258
23.91,-2.344,-7.435,-20.393,-7.26,25.005,17.053,-7.624,23.268
23.92,-2.347,-7.459,-20.374,-7.281,25.034,17.064,-7.651,23.248
23.93,-2.347,-7.459,-20.374,-7.281,25.034,17.064,-7.651,23.248
23.94,-2.349,-7.466,-20.374,-7.281,25.034,17.069,-7.665,23.239
23.95,-2.329,-7.458,-20.372,-7.266,24.986,17.069,-7.665,23.239
23.96,-2.33,-7.461,-20.361,-7.268,24.976,17.057,-7.668,23.229
23.97,-2.31,-7.471,-20.37,-7.29,24.937,17.069,-7.665,23.239
23.98,-2.291,-7.477,-20.362,-7.301,24.898,17.069,-7.665,23.239
23.99,-2.286,-7.477,-20.368,-7.294,24.888,17.048,-7.673,23.278
24,-2.287,-7.484,-20.368,-7.294,24.888,17.053,-7.687,23.268
24.01,-2.286,-7.477,-20.381,-7.28,24.868,17.053,-7.687,23.268
24.02,-2.282,-7.484,-20.387,-7.273,24.859,17.037,-7.708,23.297
24.03,-2.249,-7.501,-20.368,-7.294,24.888,17.058,-7.72,23.356
24.04,-2.247,-7.508,-20.368,-7.294,24.888,17.048,-7.735,23.375
24.05,-2.245,-7.511,-20.368,-7.294,24.888,17.042,-7.742,23.385
24.06,-2.216,-7.528,-20.368,-7.327,24.81,17.042,-7.742,23.385
24.07,-2.216,-7.525,-20.375,-7.32,24.8,17.042,-7.742,23.385
24.08,-2.216,-7.525,-20.375,-7.32,24.8,17.042,-7.742,23.385
24.09,-2.187,-7.533,-20.343,-7.329,24.771,17.037,-7.749,23.395
24.1,-2.185,-7.553,-20.349,-7.341,24.761,17.031,-7.777,23.404
24.11,-2.187,-7.58,-20.362,-7.367,24.742,17.042,-7.805,23.385
24.12,-2.184,-7.583,-20.368,-7.36,24.732,17.031,-7.819,23.404
24.13,-2.153,-7.586,-20.362,-7.367,24.742,17.064,-7.816,23.444
24.14,-2.149,-7.603,-20.368,-7.38,24.732,17.048,-7.838,23.473
24.15,-2.135,-7.628,-20.371,-7.408,24.703,17.031,-7.859,23.502
24.16,-2.135,-7.628,-20.371,-7.408,24.703,17.031,-7.859,23.502
24.17,-2.146,-7.637,-20.362,-7.426,24.742,17.031,-7.859,23.502
24.18,-2.144,-7.641,-20.362,-7.426,24.742,17.026,-7.866,23.512
24.19,-2.136,-7.639,-20.351,-7.429,24.732,17.031,-7.859,23.502
24.2,-2.117,-7.655,-20.343,-7.46,24.693,17.031,-7.859,23.502
24.21,-2.118,-7.668,-20.349,-7.473,24.683,17.037,-7.873,23.492
24.22,-2.116,-7.655,-20.362,-7.459,24.664,17.031,-7.859,23.502
24.23,-2.119,-7.675,-20.349,-7.473,24.683,17.042,-7.887,23.483
24.24,-2.121,-7.681,-20.349,-7.473,24.683,17.048,-7.9,23.473
24.25,-2.121,-7.681,-20.349,-7.473,24.683,17.048,-7.9,23.473
24.26,-2.121,-7.681,-20.349,-7.473,24.683,17.048,-7.9,23.473
24.27,-2.129,-7.7,-20.33,-7.494,24.712,17.024,-7.918,23.483
24.28,-2.146,-7.701,-20.351,-7.488,24.732,17.019,-7.925,23.492
24.29,-2.178,-7.72,-20.343,-7.506,24.771,16.999,-7.945,23.463
24.3,-2.181,-7.743,-20.343,-7.526,24.771,17.01,-7.973,23.444
24.31,-2.181,-7.757,-20.336,-7.552,24.781,17.01,-7.973,23.444
24.32,-2.185,-7.746,-20.336,-7.552,24.781,17.026,-7.951,23.414
24.33,-2.185,-7.746,-20.336,-7.552,24.781,17.026,-7.951,23.414
24.34,-2.207,-7.742,-20.336,-7.552,24.781,17.011,-7.944,23.375
24.35,-2.237,-7.73,-20.351,-7.533,24.81,17.004,-7.94,23.356
24.36,-2.247,-7.722,-20.355,-7.518,24.829,17.004,-7.94,23.356
24.37,-2.249,-7.715,-20.355,-7.518,24.829,17.015,-7.926,23.336
24.38,-2.249,-7.712,-20.349,-7.525,24.839,17.01,-7.912,23.346
24.39,-2.246,-7.723,-20.343,-7.531,24.849,16.999,-7.926,23.365
24.4,-2.233,-7.705,-20.353,-7.528,24.859,17.013,-7.892,23.404
24.41,-2.252,-7.708,-20.374,-7.523,24.878,17.019,-7.906,23.395
24.42,-2.244,-7.703,-20.37,-7.499,24.859,17.024,-7.919,23.385
24.43,-2.243,-7.696,-20.366,-7.515,24.839,17.006,-7.888,23.385
24.44,-2.249,-7.705,-20.355,-7.518,24.829,17.015,-7.905,23.336
24.45,-2.26,-7.71,-20.366,-7.515,24.839,17.02,-7.918,23.326
24.46,-2.277,-7.694,-20.381,-7.496,24.868,17.015,-7.905,23.336
24.47,-2.263,-7.703,-20.368,-7.51,24.888,17.006,-7.909,23.385
24.48,-2.274,-7.701,-20.368,-7.51,24.888,16.999,-7.905,23.365
24.49,-2.277,-7.7,-20.387,-7.509,24.859,17.015,-7.905,23.336
24.5,-2.252,-7.708,-20.355,-7.518,24.829,17.026,-7.911,23.317
24.51,-2.255,-7.701,-20.355,-7.518,24.829,17.037,-7.897,23.297
24.52,-2.255,-7.701,-20.355,-7.518,24.829,17.037,-7.897,23.297
24.53,-2.255,-7.701,-20.355,-7.518,24.829,17.037,-7.897,23.297
24.54,-2.279,-7.694,-20.355,-7.518,24.829,17.028,-7.882,23.248
24.55,-2.288,-7.688,-20.368,-7.504,24.81,17.015,-7.885,23.239
24.56,-2.288,-7.685,-20.375,-7.497,24.8,17.015,-7.885,23.239
24.57,-2.265,-7.689,-20.375,-7.497,24.8,17.029,-7.893,23.278
24.58,-2.254,-7.694,-20.368,-7.504,24.81,17.037,-7.897,23.297
24.59,-2.253,-7.695,-20.355,-7.518,24.829,17.031,-7.883,23.307
24.6,-2.248,-7.688,-20.355,-7.518,24.829,17.01,-7.87,23.346
24.61,-2.227,-7.689,-20.355,-7.518,24.829,17.029,-7.871,23.375
24.62,-2.217,-7.687,-20.355,-7.518,24.829,17.042,-7.867,23.385
24.63,-2.216,-7.691,-20.355,-7.518,24.829,17.037,-7.874,23.395
24.64,-2.213,-7.698,-20.355,-7.518,24.829,17.026,-7.889,23.414
24.65,-2.213,-7.694,-20.362,-7.511,24.82,17.026,-7.889,23.414
24.66,-2.213,-7.684,-20.375,-7.497,24.8,17.031,-7.882,23.404
24.67,-2.214,-7.68,-20.375,-7.497,24.8,17.037,-7.874,23.395
24.68,-2.205,-7.682,-20.364,-7.5,24.79,17.037,-7.874,23.395
24.69,-2.195,-7.687,-20.353,-7.503,24.781,17.031,-7.882,23.404
24.7,-2.186,-7.674,-20.362,-7.485,24.742,17.037,-7.874,23.395
24.71,-2.186,-7.674,-20.362,-7.485,24.742,17.037,-7.874,23.395
24.72,-2.185,-7.678,-20.362,-7.485,24.742,17.031,-7.882,23.404
24.73,-2.183,-7.681,-20.362,-7.485,24.742,17.026,-7.889,23.414
24.74,-2.182,-7.688,-20.355,-7.492,24.751,17.021,-7.896,23.424
24.75,-2.181,-7.702,-20.343,-7.506,24.771,17.01,-7.91,23.444
24.76,-2.181,-7.702,-20.343,-7.506,24.771,17.01,-7.91,23.444
24.77,-2.179,-7.712,-20.362,-7.525,24.742,17.01,-7.91,23.444
24.78,-2.179,-7.715,-20.375,-7.531,24.722,17.01,-7.91,23.444
24.79,-2.179,-7.715,-20.375,-7.531,24.722,17.01,-7.91,23.444
24.8,-2.179,-7.722,-20.362,-7.544,24.742,17.01,-7.91,23.444
24.81,-2.169,-7.713,-20.371,-7.527,24.703,17.01,-7.91,23.444
24.82,-2.151,-7.716,-20.349,-7.533,24.683,17.01,-7.91,23.444
24.83,-2.16,-7.715,-20.36,-7.53,24.693,17.01,-7.91,23.444
24.84,-2.151,-7.71,-20.343,-7.52,24.693,17.01,-7.91,23.444
24.85,-2.171,-7.697,-20.358,-7.501,24.722,17.015,-7.903,23.434
24.86,-2.182,-7.685,-20.362,-7.485,24.742,17.021,-7.896,23.424
24.87,-2.183,-7.681,-20.362,-7.485,24.742,17.026,-7.889,23.414
24.88,-2.182,-7.675,-20.362,-7.485,24.742,17.021,-7.875,23.424
24.89,-2.179,-7.662,-20.362,-7.485,24.742,17.01,-7.848,23.444
24.9,-2.18,-7.655,-20.355,-7.472,24.751,17.01,-7.848,23.444
24.91,-2.18,-7.648,-20.349,-7.46,24.761,17.01,-7.848,23.444
24.92,-2.181,-7.642,-20.343,-7.447,24.771,17.01,-7.848,23.444
24.93,-2.171,-7.64,-20.343,-7.447,24.771,17.022,-7.844,23.453
24.94,-2.18,-7.635,-20.355,-7.433,24.751,17.01,-7.848,23.444
24.95,-2.183,-7.621,-20.362,-7.426,24.742,17.026,-7.826,23.414
24.96,-2.183,-7.621,-20.362,-7.426,24.742,17.026,-7.826,23.414
24.97,-2.183,-7.621,-20.362,-7.426,24.742,17.026,-7.826,23.414
24.98,-2.183,-7.621,-20.362,-7.426,24.742,17.026,-7.826,23.414
24.99,-2.183,-7.621,-20.362,-7.426,24.742,17.026,-7.826,23.414
25,-2.183,-7.631,-20.349,-7.44,24.761,17.021,-7.833,23.424
25.01,-2.18,-7.638,-20.349,-7.44,24.761,17.01,-7.848,23.444
25.02,-2.181,-7.642,-20.343,-7.447,24.771,17.01,-7.848,23.444
25.03,-2.181,-7.642,-20.343,-7.447,24.771,17.01,-7.848,23.444
25.04,-2.181,-7.642,-20.343,-7.447,24.771,17.01,-7.848,23.444
25.05,-2.181,-7.642,-20.343,-7.447,24.771,17.01,-7.848,23.444
25.06,-2.204,-7.638,-20.358,-7.448,24.8,17.031,-7.84,23.404
25.07,-2.217,-7.657,-20.355,-7.459,24.829,17.042,-7.867,23.385
25.08,-2.217,-7.657,-20.355,-7.459,24.829,17.042,-7.867,23.385
25.09,-2.216,-7.663,-20.362,-7.471,24.82,17.042,-7.867,23.385
25.1,-2.216,-7.67,-20.368,-7.484,24.81,17.042,-7.867,23.385
25.11,-2.216,-7.663,-20.362,-7.471,24.82,17.042,-7.867,23.385
25.12,-2.227,-7.672,-20.349,-7.485,24.839,17.029,-7.871,23.375
25.13,-2.226,-7.682,-20.355,-7.518,24.829,17.024,-7.857,23.385
25.14,-2.227,-7.666,-20.347,-7.476,24.868,17.042,-7.867,23.385
25.15,-2.246,-7.673,-20.349,-7.491,24.917,17.042,-7.867,23.385
25.16,-2.266,-7.676,-20.349,-7.491,24.917,17.017,-7.874,23.365
25.17,-2.28,-7.667,-20.349,-7.491,24.917,17.02,-7.856,23.326
25.18,-2.279,-7.657,-20.368,-7.471,24.888,17.02,-7.856,23.326
25.19,-2.283,-7.646,-20.368,-7.471,24.888,17.037,-7.834,23.297
25.2,-2.313,-7.651,-20.368,-7.471,24.888,16.998,-7.844,23.268
25.21,-2.316,-7.644,-20.368,-7.471,24.888,17.009,-7.83,23.248
25.22,-2.308,-7.642,-20.357,-7.474,24.878,17.015,-7.822,23.239
25.23,-2.303,-7.633,-20.347,-7.476,24.868,17.031,-7.801,23.209
25.24,-2.311,-7.624,-20.37,-7.46,24.859,17.031,-7.801,23.209
25.25,-2.322,-7.636,-20.368,-7.471,24.888,17.037,-7.814,23.2
25.26,-2.317,-7.64,-20.368,-7.471,24.888,17.015,-7.822,23.239
25.27,-2.317,-7.64,-20.368,-7.471,24.888,17.015,-7.822,23.239
25.28,-2.307,-7.639,-20.368,-7.471,24.888,17.028,-7.819,23.248
25.29,-2.296,-7.625,-20.349,-7.432,24.917,17.029,-7.83,23.278
25.3,-2.284,-7.627,-20.349,-7.432,24.917,17.037,-7.834,23.297
25.31,-2.293,-7.625,-20.359,-7.43,24.927,17.037,-7.834,23.297
25.32,-2.302,-7.623,-20.37,-7.427,24.937,17.037,-7.834,23.297
25.33,-2.291,-7.605,-20.353,-7.417,24.937,17.026,-7.807,23.317
25.34,-2.283,-7.579,-20.362,-7.399,24.898,17.037,-7.771,23.297
25.35,-2.283,-7.586,-20.368,-7.412,24.888,17.037,-7.771,23.297
25.36,-2.284,-7.558,-20.374,-7.366,24.878,17.042,-7.764,23.287
25.37,-2.284,-7.565,-20.381,-7.378,24.868,17.042,-7.764,23.287
25.38,-2.273,-7.577,-20.377,-7.394,24.849,17.037,-7.771,23.297
25.39,-2.273,-7.57,-20.37,-7.381,24.859,17.037,-7.771,23.297
25.4,-2.264,-7.571,-20.36,-7.384,24.849,17.037,-7.771,23.297
25.41,-2.261,-7.549,-20.364,-7.369,24.868,17.038,-7.741,23.326
25.42,-2.249,-7.531,-20.368,-7.353,24.888,17.058,-7.72,23.356
25.43,-2.249,-7.531,-20.368,-7.353,24.888,17.058,-7.72,23.356
25.44,-2.249,-7.531,-20.368,-7.353,24.888,17.058,-7.72,23.356
25.45,-2.24,-7.529,-20.364,-7.349,24.868,17.058,-7.72,23.356
25.46,-2.219,-7.518,-20.355,-7.341,24.829,17.053,-7.707,23.365
25.47,-2.218,-7.508,-20.362,-7.334,24.82,17.048,-7.693,23.375
25.48,-2.216,-7.494,-20.375,-7.32,24.8,17.042,-7.679,23.385
25.49,-2.216,-7.494,-20.375,-7.32,24.8,17.042,-7.679,23.385
25.5,-2.197,-7.49,-20.366,-7.312,24.761,17.042,-7.679,23.385
25.51,-2.188,-7.485,-20.362,-7.308,24.742,17.048,-7.672,23.375
25.52,-2.191,-7.478,-20.362,-7.308,24.742,17.058,-7.658,23.356
25.53,-2.19,-7.481,-20.362,-7.308,24.742,17.053,-7.665,23.365
25.54,-2.207,-7.496,-20.364,-7.323,24.79,17.042,-7.679,23.385
25.55,-2.216,-7.494,-20.375,-7.32,24.8,17.042,-7.679,23.385
25.56,-2.195,-7.506,-20.355,-7.341,24.829,17.062,-7.68,23.414
25.57,-2.183,-7.511,-20.355,-7.341,24.829,17.064,-7.692,23.444
25.58,-2.183,-7.511,-20.355,-7.341,24.829,17.064,-7.692,23.444
25.59,-2.214,-7.512,-20.355,-7.341,24.829,17.031,-7.694,23.404
25.6,-2.217,-7.505,-20.355,-7.341,24.829,17.042,-7.679,23.385
25.61,-2.218,-7.487,-20.375,-7.32,24.8,17.053,-7.665,23.365
25.62,-2.219,-7.484,-20.375,-7.32,24.8,17.058,-7.658,23.356
25.63,-2.219,-7.484,-20.375,-7.32,24.8,17.058,-7.658,23.356
25.64,-2.219,-7.484,-20.375,-7.32,24.8,17.058,-7.658,23.356
25.65,-2.221,-7.464,-20.355,-7.282,24.829,17.058,-7.658,23.356
25.66,-2.221,-7.464,-20.355,-7.282,24.829,17.058,-7.658,23.356
25.67,-2.228,-7.48,-20.347,-7.3,24.868,17.048,-7.672,23.375
25.68,-2.245,-7.481,-20.368,-7.294,24.888,17.042,-7.679,23.385
25.69,-2.227,-7.484,-20.347,-7.3,24.868,17.042,-7.679,23.385
25.7,-2.241,-7.475,-20.364,-7.29,24.868,17.064,-7.671,23.346
25.71,-2.234,-7.492,-20.366,-7.299,24.839,17.075,-7.699,23.326
25.72,-2.234,-7.506,-20.36,-7.325,24.849,17.075,-7.699,23.326
25.73,-2.235,-7.509,-20.349,-7.328,24.839,17.062,-7.702,23.317
25.74,-2.272,-7.513,-20.387,-7.332,24.859,17.049,-7.705,23.307
25.75,-2.252,-7.51,-20.387,-7.332,24.859,17.075,-7.699,23.326
25.76,-2.258,-7.525,-20.381,-7.339,24.868,17.046,-7.724,23.346
25.77,-2.249,-7.531,-20.368,-7.353,24.888,17.058,-7.72,23.356
25.78,-2.248,-7.534,-20.368,-7.353,24.888,17.053,-7.728,23.365
25.79,-2.249,-7.531,-20.368,-7.353,24.888,17.058,-7.72,23.356
25.8,-2.249,-7.531,-20.368,-7.353,24.888,17.058,-7.72,23.356
25.81,-2.269,-7.534,-20.368,-7.353,24.888,17.033,-7.727,23.336
25.82,-2.259,-7.532,-20.368,-7.353,24.888,17.046,-7.724,23.346
25.83,-2.249,-7.531,-20.368,-7.353,24.888,17.058,-7.72,23.356
25.84,-2.249,-7.534,-20.362,-7.36,24.898,17.058,-7.72,23.356
25.85,-2.252,-7.548,-20.349,-7.374,24.917,17.064,-7.734,23.346
25.86,-2.283,-7.569,-20.362,-7.379,24.898,17.037,-7.771,23.297
25.87,-2.282,-7.575,-20.387,-7.391,24.859,17.037,-7.771,23.297
25.88,-2.285,-7.571,-20.381,-7.398,24.868,17.048,-7.757,23.278
25.89,-2.277,-7.566,-20.377,-7.394,24.849,17.053,-7.75,23.268
25.9,-2.258,-7.569,-20.355,-7.4,24.829,17.053,-7.75,23.268
25.91,-2.269,-7.571,-20.355,-7.4,24.829,17.04,-7.753,23.258
25.92,-2.288,-7.57,-20.362,-7.393,24.82,17.015,-7.759,23.239
25.93,-2.269,-7.57,-20.368,-7.386,24.81,17.046,-7.767,23.248
25.94,-2.257,-7.573,-20.355,-7.4,24.829,17.048,-7.757,23.278
25.95,-2.257,-7.593,-20.355,-7.4,24.829,17.048,-7.799,23.278
25.96,-2.259,-7.603,-20.349,-7.407,24.839,17.053,-7.813,23.268
25.97,-2.256,-7.621,-20.336,-7.42,24.859,17.037,-7.834,23.297
25.98,-2.274,-7.618,-20.357,-7.415,24.878,17.037,-7.834,23.297
25.99,-2.269,-7.632,-20.374,-7.424,24.878,17.033,-7.852,23.336
26,-2.25,-7.629,-20.355,-7.426,24.908,17.058,-7.846,23.356
26.01,-2.243,-7.623,-20.362,-7.419,24.898,17.031,-7.84,23.404
26.02,-2.223,-7.622,-20.353,-7.43,24.859,17.026,-7.826,23.414
26.03,-2.212,-7.627,-20.375,-7.438,24.8,17.026,-7.826,23.414
26.04,-2.213,-7.633,-20.375,-7.438,24.8,17.031,-7.84,23.404
26.05,-2.197,-7.649,-20.353,-7.444,24.781,17.042,-7.867,23.385
26.06,-2.188,-7.651,-20.343,-7.447,24.771,17.042,-7.867,23.385
26.07,-2.188,-7.647,-20.349,-7.44,24.761,17.042,-7.867,23.385
